playerRegion,playerLanguage,playerNumberOfDaysOld,numberOfGuesses,countryFlagEmoji,deviceAlternateLanguage,deviceIdentifierForVendor
GU,en,10,1.0,🇬🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GT,es,10,1.0,🇬🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GG,en,10,1.0,🇬🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GN,en,10,1.0,🇬🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GW,en,10,1.0,🇬🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GY,en,10,1.0,🇬🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HT,fr,10,1.0,🇭🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HM,en,10,1.0,🇭🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VA,en,10,1.0,🇻🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HN,es,10,1.0,🇭🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HK,zh,10,1.0,🇭🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HU,en,10,1.0,🇭🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IS,en,10,1.0,🇮🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IN,en,10,1.0,🇮🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ID,en,10,1.0,🇮🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IR,en,10,1.0,🇮🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IQ,ar,10,1.0,🇮🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IE,en,10,1.0,🇮🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IM,en,10,1.0,🇮🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IL,en,10,1.0,🇮🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IT,it,10,1.0,🇮🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
JM,en,10,1.0,🇯🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
JP,ja,10,1.0,🇯🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
JE,en,10,1.0,🇯🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
JO,ar,10,1.0,🇯🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KZ,en,10,1.0,🇰🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KE,en,10,1.0,🇰🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KI,en,10,1.0,🇰🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KP,ko,10,1.0,🇰🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KR,ko,10,1.0,🇰🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KW,ar,10,1.0,🇰🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KG,en,10,1.0,🇰🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LA,en,10,1.0,🇱🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LV,en,10,1.0,🇱🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LB,ar,10,1.0,🇱🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LS,en,10,1.0,🇱🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LR,en,10,1.0,🇱🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LY,ar,10,1.0,🇱🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LI,en,10,1.0,🇱🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LT,en,10,1.0,🇱🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LU,fr,10,1.0,🇱🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MO,zh,10,1.0,🇲🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MK,en,10,1.0,🇲🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MG,fr,10,1.0,🇲🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MW,en,10,1.0,🇲🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MY,en,10,1.0,🇲🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MV,en,10,1.0,🇲🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ML,fr,10,1.0,🇲🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MT,en,10,1.0,🇲🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MH,en,10,1.0,🇲🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MQ,en,10,1.0,🇲🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MR,ar,10,1.0,🇲🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MU,en,10,1.0,🇲🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
YT,en,10,1.0,🇾🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,10,1.0,🇲🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FM,en,10,1.0,🇫🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MD,en,10,1.0,🇲🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MC,fr,10,1.0,🇲🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MN,en,10,1.0,🇲🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ME,en,10,1.0,🇲🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MS,en,10,1.0,🇲🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MA,ar,10,1.0,🇲🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MZ,en,10,1.0,🇲🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MM,en,10,1.0,🇲🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NA,en,10,1.0,🇳🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NR,en,10,1.0,🇳🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NP,en,10,1.0,🇳🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NL,en,10,1.0,🇳🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NC,en,10,1.0,🇳🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NZ,en,10,1.0,🇳🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NI,es,10,1.0,🇳🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NE,fr,10,1.0,🇳🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NG,en,10,1.0,🇳🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NU,en,10,1.0,🇳🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NF,en,10,1.0,🇳🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MP,en,10,1.0,🇲🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
NO,en,10,1.0,🇳🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
OM,ar,10,1.0,🇴🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PK,en,10,1.0,🇵🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PW,en,10,1.0,🇵🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PS,ar,10,1.0,🇵🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,es,10,1.0,🇵🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PG,en,10,1.0,🇵🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PY,es,10,1.0,🇵🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PE,es,10,1.0,🇵🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PH,en,10,1.0,🇵🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PN,en,10,1.0,🇵🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PL,pl,10,1.0,🇵🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PT,pt,10,1.0,🇵🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PR,es,10,1.0,🇵🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
QA,ar,10,1.0,🇶🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
RE,en,10,1.0,🇷🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
RO,en,10,1.0,🇷🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
RU,ru,10,1.0,🇷🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
RW,fr,10,1.0,🇷🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BL,en,10,1.0,🇧🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SH,en,10,1.0,🇸🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KN,en,10,1.0,🇰🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LC,en,10,1.0,🇱🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MF,en,10,1.0,🇲🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PM,en,10,1.0,🇵🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VC,en,10,1.0,🇻🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
WS,en,10,1.0,🇼🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SM,en,10,1.0,🇸🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ST,en,10,1.0,🇸🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SA,ar,10,1.0,🇸🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SN,fr,10,1.0,🇸🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
RS,en,10,1.0,🇷🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SC,fr,10,1.0,🇸🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SL,en,10,1.0,🇸🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SG,zh,10,1.0,🇸🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SX,en,10,1.0,🇸🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SK,en,10,1.0,🇸🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SI,en,10,1.0,🇸🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SB,en,10,1.0,🇸🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SO,ar,10,1.0,🇸🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ZA,en,10,1.0,🇿🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GS,en,10,1.0,🇬🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SS,ar,10,1.0,🇸🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ES,en,10,1.0,🇪🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
LK,en,10,1.0,🇱🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SD,ar,10,1.0,🇸🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SR,en,10,1.0,🇸🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SJ,en,10,1.0,🇸🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SZ,en,10,1.0,🇸🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SE,en,10,1.0,🇸🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CH,en,10,1.0,🇨🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SY,ar,10,1.0,🇸🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TW,zh,10,1.0,🇹🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TJ,en,10,1.0,🇹🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TZ,en,10,1.0,🇹🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TH,en,10,1.0,🇹🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TL,pt,10,1.0,🇹🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TG,fr,10,1.0,🇹🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TK,en,10,1.0,🇹🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TO,en,10,1.0,🇹🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TT,en,10,1.0,🇹🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TN,ar,10,1.0,🇹🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TR,tr,10,1.0,🇹🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TM,en,10,1.0,🇹🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TC,en,10,1.0,🇹🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TV,en,10,1.0,🇹🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
UG,en,10,1.0,🇺🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
UA,en,10,1.0,🇺🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AE,ar,10,1.0,🇦🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GB,en,10,1.0,🇬🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,1.0,🇺🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
UM,en,10,1.0,🇺🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
UY,es,10,1.0,🇺🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
UZ,en,10,1.0,🇺🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VU,fr,10,1.0,🇻🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VE,es,10,1.0,🇻🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VN,en,10,1.0,🇻🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VG,en,10,1.0,🇻🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
VI,en,10,1.0,🇻🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
WF,en,10,1.0,🇼🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
EH,en,10,1.0,🇪🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
YE,ar,10,1.0,🇾🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ZM,en,10,1.0,🇿🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ZW,en,10,1.0,🇿🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇧🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,fr,10,2.1,🇧🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇧🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇧🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,2.1,🇨🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇨🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇹🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,fr,10,2.1,🇰🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇨🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇨🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇨🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇩🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇬🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇫🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,fr,10,2.1,🇬🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,2.1,🇬🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,fr,10,2.1,🇭🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇱🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇲🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,fr,10,2.1,🇲🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,2.1,🇲🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇳🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,fr,10,2.1,🇷🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,2.1,🇸🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇸🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,fr,10,2.1,🇹🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,2.1,🇻🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇦🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇦🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇦🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇩🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇦🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇦🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇦🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇦🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇦🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇦🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇦🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇦🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇦🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇧🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇧🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇧🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇧🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇧🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇧🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇧🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇧🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇧🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇧🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇧🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇮🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇧🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇧🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇰🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇨🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇨🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇰🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇨🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇨🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇨🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇭🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇨🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇨🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇨🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇩🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇩🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇪🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇪🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇪🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇫🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇫🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇫🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇫🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PA,en,10,2.1,🇵🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇹🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇬🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇬🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,en,10,2.1,🇬🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇬🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,en,10,2.1,🇬🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,2.1,🇬🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,10,2.1,🇬🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
