playerRegion,playerLanguage,playerNumberOfDaysOld,numberOfGuesses,countryFlagEmoji,deviceAlternateLanguage,deviceIdentifierForVendor
US,en,22.0,5.0,🇳🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇰🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇵🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇧🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇴🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇧🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇵🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇪🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇹🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇸🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,5.0,🇫🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇵🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇲🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,6.0,🇧🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇮🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇭🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,5.0,🇹🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇮🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇳🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇰🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇲🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇱🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇻🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,5.0,🇪🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇮🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇲🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇪🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇻🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇵🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,6.0,🇼🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇸🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇹🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇸🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇸🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,6.0,🇱🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇵🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇪🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇹🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇳🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,6.0,🇳🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇹🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇺🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇬🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇪🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇺🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇵🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,3.0,🇻🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇮🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇳🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇹🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,2.0,🇵🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇲🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇹🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,6.0,🇲🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,4.0,🇹🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.6,🇮🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,22.0,1.0,🇺🇸,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇪🇸,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇳🇴,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇵🇦,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇮🇸,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇮🇳,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇹🇹,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇬🇺,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇲🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇲🇨,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇸🇦,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇵🇱,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇵🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇿🇼,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇰🇭,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇬🇵,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇨🇭,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇰🇳,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇵🇷,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇸🇩,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇧🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇧🇬,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇸🇷,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇧🇩,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇰🇼,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇭🇷,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇨🇺,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇧🇪,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇷🇺,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇭🇰,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇹🇼,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇸🇯,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇯🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇫🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇧🇸,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇱🇧,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇮🇹,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇸🇮,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇩🇿,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇦🇶,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇦🇿,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇨🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇭🇺,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇨🇨,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇬🇦,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇳🇬,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇰🇵,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇯🇴,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇵🇰,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,6.0,🇬🇸,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇷🇪,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇩🇰,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇭🇹,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇺🇿,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇹🇬,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇧🇧,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,5.0,🇸🇽,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇦🇬,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇹🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇦🇫,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇲🇶,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇭🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇰🇿,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇻🇳,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇹🇿,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,4.0,🇦🇽,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇬🇷,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,1.0,🇨🇦,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇿🇲,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇸🇬,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,3.0,🇧🇦,es,739B9428-247F-4E15-B56F-834CCB521EC5
US,en,22.0,2.0,🇱🇷,es,739B9428-247F-4E15-B56F-834CCB521EC5
